,road_name,road_length,highway,crossing,service,traffic_signals,tertiary,residential,motorway_junction,motorway,min_lat,min_lon,max_lat,max_lon,num_events_accidentsAndIncidents
37651,Moss Tower Place,0.0976988507621,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7354848,-77.5786807,38.73683,-77.578118,0.0
35162,n/a,0.025849721934,{'residential': 1},0,0,0,0,1,0,0,38.735489,-77.435517,38.735837,-77.43534,0.0
35213,n/a,0.318617230815,{'service': 1},0,1,0,0,0,0,0,38.735489,-77.570039,38.739549,-77.567227,0.0
25349,Chadwick Avenue,0.315571234854,"{'crossing': 1, 'tertiary': 1}",1,0,0,1,0,0,0,38.735504,-77.054715,38.736019,-77.048893,0.0
31887,Kidd Street,0.54534501496,"{'mini_roundabout': 1, 'residential': 1}",0,0,0,0,1,0,0,38.735505,-77.114841,38.7428217,-77.111027,0.0
92179,Shadow Lane,0.108466908356,{'residential': 1},0,0,0,0,1,0,0,38.735507,-77.319305,38.736058,-77.317419,0.0
92178,Hampton Road,0.388298954084,{'tertiary': 1},0,0,0,1,0,0,0,38.735507,-77.325565,38.738297,-77.319305,0.0
35166,n/a,0.129998479716,{'service': 1},0,1,0,0,0,0,0,38.735516,-77.429442,38.736092,-77.427144,0.0
73198,Jeffrey Court,0.0819325628607,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.735526,-77.2598929,38.736686,-77.2595723,0.0
67378,n/a,0.115589434577,{'service': 1},0,1,0,0,0,0,0,38.7355331,-77.1656442,38.7371724,-77.1652088,0.0
28135,Larkdale Terrace,0.0554401729176,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.735543,-77.271659,38.735872,-77.27072,0.0
15249,n/a,0.33687408782,{'tertiary': 1},0,0,0,1,0,0,0,38.735549,-77.080064,38.740303,-77.078657,0.0
30399,Curving Creek Court,0.0341688070369,{'residential': 1},0,0,0,0,1,0,0,38.7355556,-77.2404699,38.7360108,-77.240221,0.0
36093,n/a,0.0444686424272,{'service': 1},0,1,0,0,0,0,0,38.735556,-77.439404,38.736097,-77.438956,0.0
127966,Alban Road,0.364191911662,"{'traffic_signals': 1, 'secondary': 1}",0,0,1,0,0,0,0,38.7355678,-77.1947736,38.740501,-77.19238,683.0
46961,Alban Road,0.364191911662,"{'traffic_signals': 1, 'secondary': 1}",0,0,1,0,0,0,0,38.7355678,-77.1947736,38.740501,-77.19238,683.0
18869,Lawrence Street,1.25164810412,{'residential': 1},0,0,0,0,1,0,0,38.735568,-77.122621,38.740881,-77.100401,0.0
64359,Rolling Road,0.512102078343,"{'crossing': 2, 'traffic_signals': 1, 'tertiary': 1}",2,0,1,1,0,0,0,38.7355776,-77.2118062,38.7426734,-77.2090386,0.0
28562,Creedmor Drive,0.211328671813,{'residential': 1},0,0,0,0,1,0,0,38.7355776,-77.2090386,38.7365,-77.2052972,0.0
37993,Darnaway Court,0.135672369827,{'residential': 1},0,0,0,0,1,0,0,38.735579,-77.570039,38.737517,-77.569623,0.0
103539,n/a,0.0327424566994,{'service': 1},0,1,0,0,0,0,0,38.7355813,-77.0645175,38.7360441,-77.0643849,0.0
39104,Gretchen Court,0.0411931165374,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.735585,-77.4883573,38.7360561,-77.487888,0.0
22189,Mansion Court South,0.0689242490122,{'residential': 1},0,0,0,0,1,0,0,38.735585,-77.129029,38.736511,-77.128551,0.0
32816,Bellingham Court,0.065973781882,{'residential': 1},0,0,0,0,1,0,0,38.735588,-77.268152,38.736413,-77.267534,0.0
92411,Hastings Drive,0.250029466557,"{'traffic_signals': 1, 'tertiary': 1}",0,0,1,1,0,0,0,38.735589,-77.497667,38.736547,-77.49319,0.0
66436,Lawter Lane,0.224592110667,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7355921,-77.3466872,38.7384625,-77.3447254,0.0
91750,Vint Hill Road,2.67537128212,"{'traffic_signals': 2, 'secondary': 1}",0,0,2,0,0,0,0,38.735594,-77.636588,38.753393,-77.592459,0.0
103475,n/a,0.0431218866938,{'unclassified': 1},0,0,0,0,0,0,0,38.7355996,-77.0961405,38.735957,-77.0954839,0.0
88812,Lake Pleasant Drive,0.530501406414,{'residential': 1},0,0,0,0,1,0,0,38.7356043,-77.2205806,38.7420529,-77.2152251,0.0
36022,n/a,0.093908615942,{'residential': 1},0,0,0,0,1,0,0,38.735607,-77.392154,38.736902,-77.391621,0.0
92348,Racquet Circle,0.183450275455,{'residential': 1},0,0,0,0,1,0,0,38.735612,-77.458988,38.737691,-77.456867,0.0
38871,Racquet Circle,0.155685675245,{'residential': 1},0,0,0,0,1,0,0,38.735619,-77.457361,38.7377,-77.456248,0.0
36686,n/a,0.120292644477,{'service': 1},0,1,0,0,0,0,0,38.735621,-77.564757,38.736969,-77.563342,0.0
24988,Coffee Cup Court,0.0978046311445,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7356233,-77.310714,38.736726,-77.3095741,0.0
88804,Hudson Falls Way,0.05501696013,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7356256,-77.2182972,38.736412,-77.2181325,0.0
98338,Winterset Drive,0.297210869133,{'residential': 1},0,0,0,0,1,0,0,38.735638,-77.472901,38.737135,-77.467727,0.0
39076,Battlefield Drive,0.357350866387,{'residential': 1},0,0,0,0,1,0,0,38.735643,-77.495179,38.738335,-77.489512,0.0
98341,n/a,0.0878892180152,{'service': 1},0,1,0,0,0,0,0,38.7356547,-77.4978673,38.736249,-77.4964242,0.0
39003,Corey Drive,0.258456961192,{'residential': 1},0,0,0,0,1,0,0,38.735658,-77.48588,38.73765,-77.481817,0.0
20413,Eubank Street,0.182243094305,{'residential': 1},0,0,0,0,1,0,0,38.73567,-77.118294,38.736744,-77.115203,0.0
66409,Henderson Road,0.296961664088,{'tertiary': 1},0,0,0,1,0,0,0,38.7356805,-77.3659736,38.739711,-77.3640491,0.0
66477,Rondelay Lane,0.438557924663,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7356885,-77.3337671,38.7411304,-77.3295675,0.0
38511,n/a,0.0401095934223,{'service': 1},0,1,0,0,0,0,0,38.7356894,-77.456248,38.736099,-77.4557199,0.0
32861,Russell Road,0.5115590671,{'tertiary': 1},0,0,0,1,0,0,0,38.73569,-77.106198,38.742525,-77.102532,0.0
22535,Buckman Road,0.76906836451,"{'traffic_signals': 1, 'tertiary': 1}",0,0,1,1,0,0,0,38.73569,-77.102532,38.7395615,-77.0891424,10.0
39156,Maxwell Court,0.0787449514003,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.735696,-77.482423,38.736457,-77.481334,0.0
103478,n/a,0.110486267949,{'footway': 1},0,0,0,0,0,0,0,38.735697,-77.0951468,38.7366678,-77.093516,3.0
88830,Saint David Court,0.0567641861561,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7356974,-77.2170683,38.7365143,-77.2169496,0.0
27288,Steadman Street,0.448727923718,{'residential': 1},0,0,0,0,1,0,0,38.735698,-77.119637,38.740354,-77.113824,0.0
92401,Hastings Drive,0.121352704883,{'tertiary': 1},0,0,0,1,0,0,0,38.7357,-77.4952358,38.7363334,-77.493134,0.0
38868,Shannon Lane,0.346798190518,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7357,-77.494836,38.740068,-77.491657,0.0
65972,Woodlawn Road,0.328383211387,"{'traffic_signals': 1, 'tertiary': 1}",0,0,1,1,0,0,0,38.7357004,-77.163271,38.7400308,-77.1607497,0.0
46957,Woodlawn Road,0.334080518847,"{'traffic_signals': 1, 'tertiary': 1}",0,0,1,1,0,0,0,38.7357004,-77.1631459,38.7401634,-77.1607497,0.0
14916,n/a,0.0195415794247,{'residential': 1},0,0,0,0,1,0,0,38.7357053,-77.2086741,38.7359793,-77.2085832,0.0
38512,n/a,0.0249427859129,{'residential': 1},0,0,0,0,1,0,0,38.735721,-77.467673,38.735899,-77.46727,0.0
32028,Chahotkin Drive,0.065667979278,{'residential': 1},0,0,0,0,1,0,0,38.735724,-77.0465709,38.736155,-77.045484,0.0
73199,Overlake Court,0.0698287794988,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7357271,-77.2587341,38.736726,-77.2585313,0.0
124102,n/a,0.0418669662702,{'footway': 1},0,0,0,0,0,0,0,38.735739,-77.562253,38.736211,-77.561765,0.0
22161,Mansion Court North,0.0714236315385,{'residential': 1},0,0,0,0,1,0,0,38.735753,-77.128551,38.736504,-77.127639,0.0
69495,n/a,0.079976830719,{'service': 1},0,1,0,0,0,0,0,38.7357544,-77.189338,38.7358091,-77.1878547,0.0
31047,Roxbury Lane,0.130967665882,{'residential': 1},0,0,0,0,1,0,0,38.7357695,-77.0984726,38.7367808,-77.0964153,0.0
83251,Rain Slicker Place,0.297811874203,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7357703,-77.5572756,38.737147,-77.5520352,0.0
37863,Elgin Way,0.0572986619126,{'residential': 1},0,0,0,0,1,0,0,38.735776,-77.566235,38.736032,-77.565223,0.0
127674,n/a,0.229221039295,"{'turning_circle': 1, 'footway': 1}",0,0,0,0,0,0,0,38.7357775,-77.5771146,38.7376197,-77.5735739,0.0
28792,Hinson Farm Road,0.124964166955,{'residential': 1},0,0,0,0,1,0,0,38.7357806,-77.0780975,38.7374545,-77.0772151,0.0
103517,n/a,0.0228944641552,{'footway': 1},0,0,0,0,0,0,0,38.7357828,-77.0592642,38.7360987,-77.059135,0.0
103530,n/a,0.0346423812497,{'footway': 1},0,0,0,0,0,0,0,38.7357828,-77.0597121,38.7361429,-77.0592642,0.0
31069,East Boulevard Drive,0.3275829658,{'residential': 1},0,0,0,0,1,0,0,38.7357956,-77.047406,38.740495,-77.0465696,0.0
35992,n/a,0.124776938519,{'service': 1},0,1,0,0,0,0,0,38.735796,-77.609742,38.735912,-77.60743,0.0
103537,n/a,0.0335753328596,{'service': 1},0,1,0,0,0,0,0,38.7358,-77.0653993,38.7362727,-77.065253,0.0
103472,n/a,0.0128180479551,{'unclassified': 1},0,0,0,0,0,0,0,38.7358067,-77.0954839,38.735957,-77.0953442,0.0
127675,n/a,0.204962796793,"{'turning_circle': 1, 'footway': 1}",0,0,0,0,0,0,0,38.735823,-77.57502,38.7381116,-77.5725962,0.0
126909,Fiore Court,0.0836974395047,{'residential': 1},0,0,0,0,1,0,0,38.7358381,-77.5287199,38.7359966,-77.5271792,0.0
24349,Thurston Court,0.0599691493142,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.735857,-77.273833,38.736363,-77.272928,0.0
38510,n/a,0.0311080547417,{'residential': 1},0,0,0,0,1,0,0,38.735857,-77.456799,38.736216,-77.45645,0.0
38989,Springhouse Court,0.0419542094355,{'residential': 1},0,0,0,0,1,0,0,38.73586,-77.465078,38.73638,-77.464675,0.0
29376,Rising Creek Lane,0.0603862230721,{'residential': 1},0,0,0,0,1,0,0,38.7358635,-77.2432851,38.736687,-77.2429075,0.0
18951,Rising Creek Court,0.0349802989135,{'residential': 1},0,0,0,0,1,0,0,38.7358635,-77.2438516,38.7361113,-77.2432851,0.0
22308,Oakover Street,0.03619610343,{'residential': 1},0,0,0,0,1,0,0,38.7358684,-77.277494,38.736367,-77.2772864,0.0
66369,Crestridge Road,0.308751913334,{'residential': 1},0,0,0,0,1,0,0,38.7358691,-77.3377897,38.7402313,-77.3365286,0.0
26223,Willowdale Court,0.10636206459,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7358702,-77.2469072,38.7370553,-77.2456455,0.0
38286,Gateway Boulevard,0.65816179099,{'tertiary': 1},0,0,0,1,0,0,0,38.735871,-77.5193897,38.7416774,-77.5096977,0.0
128366,n/a,0.047145471949,{'service': 1},0,1,0,0,0,0,0,38.735871,-77.0781664,38.7364912,-77.0778002,0.0
39022,Olde Mill Run,0.127499297025,{'residential': 1},0,0,0,0,1,0,0,38.735877,-77.466107,38.736865,-77.464107,0.0
36746,n/a,0.0378820367246,{'residential': 1},0,0,0,0,1,0,0,38.735891,-77.643764,38.735936,-77.643063,0.0
39019,7th Regiment Drive,0.0480290936917,{'residential': 1},0,0,0,0,1,0,0,38.735899,-77.473414,38.736165,-77.47259,0.0
36231,n/a,0.0690293633653,{'residential': 1},0,0,0,0,1,0,0,38.735911,-77.402224,38.736779,-77.401588,0.0
96346,Charleston Drive,0.108227362031,{'residential': 1},0,0,0,0,1,0,0,38.7359156,-77.477388,38.7362739,-77.4754317,0.0
17352,n/a,0.0313235463172,{'residential': 1},0,0,0,0,1,0,0,38.73592,-77.270008,38.736021,-77.269441,0.0
66506,Sylvan Way,0.456599457289,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7359221,-77.3725931,38.7417111,-77.3684946,0.0
34045,Tralee Woods Court,0.0630136588437,{'residential': 1},0,0,0,0,1,0,0,38.7359261,-77.2053659,38.7361538,-77.2042329,0.0
103521,n/a,0.0213913168346,{'footway': 1},0,0,0,0,0,0,0,38.735931,-77.055974,38.7361593,-77.0557055,0.0
36444,n/a,0.0846550765355,{'service': 1},0,1,0,0,0,0,0,38.735941,-77.594113,38.737143,-77.593803,0.0
24378,Cork Glen Way,0.0865315268431,{'residential': 1},0,0,0,0,1,0,0,38.735946,-77.207156,38.736139,-77.2055685,0.0
96457,n/a,0.29439016437,{'service': 1},0,1,0,0,0,0,0,38.7359522,-77.1606535,38.738615,-77.1563844,0.0
38805,Willa Lane,0.0806859725649,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7359522,-77.46403,38.736903,-77.463159,0.0
103476,n/a,0.0484029319307,{'unclassified': 1},0,0,0,0,0,0,0,38.735957,-77.0954839,38.7363583,-77.094747,1.0
38880,Branchview Lane,0.144351416723,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7359593,-77.491921,38.737854,-77.490788,0.0
127218,n/a,0.791777081507,{'path': 1},0,0,0,0,0,0,0,38.7359605,-77.3877267,38.7432275,-77.3763536,0.0
24379,Cork Glen Way,0.037011720644,{'residential': 1},0,0,0,0,1,0,0,38.735965,-77.206686,38.7365,-77.206643,0.0
36703,n/a,0.156963757942,{'service': 1},0,1,0,0,0,0,0,38.735968,-77.609743,38.736093,-77.606833,0.0
28473,Woodstream Court,0.0262009125653,{'residential': 1},0,0,0,0,1,0,0,38.7359793,-77.2086741,38.736175,-77.2082573,0.0
28472,Woodstream Court,0.0308669091809,{'residential': 1},0,0,0,0,1,0,0,38.7359793,-77.2091529,38.736225,-77.2086741,0.0
28753,Oxbow Court,0.0238383308185,{'residential': 1},0,0,0,0,1,0,0,38.735997,-77.072732,38.736305,-77.072532,0.0
30398,Curving Creek Court,0.215566780929,{'residential': 1},0,0,0,0,1,0,0,38.7360041,-77.242686,38.738604,-77.2404699,0.0
102923,n/a,0.0778171755685,{'residential': 1},0,0,0,0,1,0,0,38.7360048,-77.0997461,38.7369427,-77.0989449,0.0
21825,Apple Hill Road,0.214307242758,{'residential': 1},0,0,0,0,1,0,0,38.736009,-77.075981,38.737593,-77.072559,0.0
31990,Cliffview Avenue,0.207636577724,{'residential': 1},0,0,0,0,1,0,0,38.736009,-77.2279948,38.7379104,-77.2250079,0.0
73201,n/a,0.131085300064,{'path': 1},0,0,0,0,0,0,0,38.7360125,-77.2622389,38.7373699,-77.2605372,0.0
37760,Steeple Chase Lane,0.323701428867,{'residential': 1},0,0,0,0,1,0,0,38.73602,-77.400944,38.737891,-77.395433,0.0
37864,Elgin Way,0.0327645608439,{'residential': 1},0,0,0,0,1,0,0,38.73602,-77.566343,38.736487,-77.566235,0.0
36688,n/a,0.0349761870417,{'residential': 1},0,0,0,0,1,0,0,38.736027,-77.566157,38.736522,-77.566019,0.0
103540,n/a,0.065775564334,{'service': 1},0,1,0,0,0,0,0,38.7360441,-77.065253,38.736609,-77.0642696,0.0
103538,n/a,0.0488838324303,{'service': 1},0,1,0,0,0,0,0,38.7360441,-77.065253,38.7362764,-77.0643956,0.0
30282,Bexleywood Court,0.133129750599,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.736048,-77.26715,38.737503,-77.265528,0.0
33317,Woodland Hills Lane,0.506177333126,{'residential': 1},0,0,0,0,1,0,0,38.736058,-77.320216,38.742782,-77.316471,0.0
33754,Rainbow Bridge Lane,0.275140494033,{'residential': 1},0,0,0,0,1,0,0,38.736071,-77.238936,38.738441,-77.234829,0.0
103527,n/a,0.01598602007,{'track': 1},0,0,0,0,0,0,0,38.7360987,-77.0591917,38.7363268,-77.0591408,0.0
38518,n/a,0.0283316956654,{'residential': 1},0,0,0,0,1,0,0,38.7361,-77.458686,38.736371,-77.458291,0.0
83248,Pouring Rain Place,0.146635375932,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7361003,-77.5554195,38.7381554,-77.5547328,0.0
38517,n/a,0.0278422747013,{'residential': 1},0,0,0,0,1,0,0,38.736104,-77.457166,38.736388,-77.456799,0.0
39046,Fry Street,0.063799824659,{'residential': 1},0,0,0,0,1,0,0,38.736111,-77.472303,38.736471,-77.471212,0.0
66509,Thomas Ashleigh Lane,0.147568939081,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7361174,-77.3586813,38.7376264,-77.3567409,0.0
22405,Norwood Drive,0.276457734232,{'residential': 1},0,0,0,0,1,0,0,38.736118,-77.104481,38.739417,-77.101572,0.0
35827,n/a,0.206650618749,{'track': 1},0,0,0,0,0,0,0,38.736121,-77.5468,38.738269,-77.544128,0.0
103536,n/a,0.0976396746188,{'footway': 1},0,0,0,0,0,0,0,38.7361239,-77.0584167,38.7372453,-77.0573122,0.0
102943,Roxbury Place,0.103846065573,{'residential': 1},0,0,0,0,1,0,0,38.7361315,-77.0990786,38.7372525,-77.0977931,0.0
39151,Carmel Way Court,0.0799891592065,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7361467,-77.491315,38.7371604,-77.490596,0.0
67429,Higham Road,0.0195942383139,{'residential': 1},0,0,0,0,1,0,0,38.7361477,-77.174089,38.7363888,-77.1738971,0.0
103514,n/a,0.00734189618355,{'footway': 1},0,0,0,0,0,0,0,38.7361593,-77.0557055,38.736245,-77.0556248,0.0
67413,Bulkley Road,0.259377224518,{'residential': 1},0,0,0,0,1,0,0,38.7361671,-77.1788965,38.7363899,-77.174089,0.0
103518,n/a,0.0899940128437,{'footway': 1},0,0,0,0,0,0,0,38.736172,-77.0608333,38.7373071,-77.060012,0.0
128367,n/a,0.0677533530829,{'service': 1},0,1,0,0,0,0,0,38.7361791,-77.0773018,38.7365438,-77.0761339,0.0
20837,Oakington Drive,0.263469721843,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.736181,-77.279009,38.736971,-77.274223,0.0
100841,n/a,0.00749203917042,{'service': 1},0,1,0,0,0,0,0,38.7361811,-77.4777304,38.7362085,-77.4775958,0.0
100650,n/a,0.0331329709857,{'service': 1},0,1,0,0,0,0,0,38.7361821,-77.082754,38.736567,-77.0823866,0.0
36065,n/a,0.0130069472248,{'residential': 1},0,0,0,0,1,0,0,38.7361927,-77.568922,38.736194,-77.5686805,0.0
91680,n/a,0.0488813334843,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.736199,-77.5860498,38.7363001,-77.5851515,0.0
36279,n/a,0.149640109171,{'residential': 1},0,0,0,0,1,0,0,38.7362,-77.643943,38.737057,-77.641391,0.0
103477,n/a,0.0129418646121,{'unclassified': 1},0,0,0,0,0,0,0,38.7362025,-77.094747,38.7363583,-77.0946134,0.0
127600,n/a,0.519399850456,{'path': 1},0,0,0,0,0,0,0,38.7362041,-77.2657504,38.743024,-77.2616803,0.0
100840,n/a,0.00532157244952,{'service': 1},0,1,0,0,0,0,0,38.7362085,-77.4777921,38.7362687,-77.4777304,0.0
37467,Hopkins Lane,0.232379458726,{'residential': 1},0,0,0,0,1,0,0,38.736209,-77.641,38.739415,-77.639687,0.0
103535,n/a,0.00988698597125,{'footway': 1},0,0,0,0,0,0,0,38.7362099,-77.0595345,38.7363279,-77.0594305,0.0
37291,Cairn Mountain Way,0.228613008323,{'residential': 1},0,0,0,0,1,0,0,38.736211,-77.564744,38.738892,-77.562253,0.0
27918,Bass Court,0.127145617656,{'residential': 1},0,0,0,0,1,0,0,38.736226,-77.081777,38.737304,-77.079863,0.0
103519,n/a,0.0187479751388,{'track': 1},0,0,0,0,0,0,0,38.7362345,-77.0596964,38.736346,-77.059379,0.0
38509,n/a,0.0199171095385,{'residential': 1},0,0,0,0,1,0,0,38.736238,-77.458291,38.736417,-77.458001,0.0
103531,n/a,0.0175655359895,{'footway': 1},0,0,0,0,0,0,0,38.736245,-77.0556248,38.736481,-77.055503,0.0
22182,Roxbury Court,0.0429113645101,{'residential': 1},0,0,0,0,1,0,0,38.7362533,-77.0988786,38.7366041,-77.0982209,0.0
18654,Braymore Circle,0.411173052089,{'residential': 1},0,0,0,0,1,0,0,38.736263,-77.273903,38.739041,-77.26715,0.0
38508,n/a,0.0258067904671,{'residential': 1},0,0,0,0,1,0,0,38.736266,-77.456303,38.736462,-77.455895,0.0
103529,n/a,0.0115211317829,{'track': 1},0,0,0,0,0,0,0,38.7362661,-77.0593795,38.736346,-77.0591917,0.0
66590,n/a,0.0516906616408,{'service': 1},0,1,0,0,0,0,0,38.7362686,-77.35396,38.7369359,-77.3535249,0.0
100839,n/a,0.0122636676574,{'service': 1},0,1,0,0,0,0,0,38.7362687,-77.4778031,38.7364013,-77.4776516,0.0
31693,Hedgewood Court,0.0559530989583,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.73627,-77.267505,38.736749,-77.266667,0.0
72889,Tanner Robert Court,0.0528189025223,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7362704,-77.210713,38.7366715,-77.2098779,0.0
37828,Wisakon Trail,0.094191554758,{'residential': 1},0,0,0,0,1,0,0,38.736274,-77.391737,38.736946,-77.390215,0.0
103511,n/a,0.0712793586432,{'track': 1},0,0,0,0,0,0,0,38.7362808,-77.0602378,38.7372913,-77.0599669,0.0
58028,Cross County Trail,1.55970615439,{'cycleway': 1},0,0,0,0,0,0,0,38.736289,-77.2272459,38.7584638,-77.2217206,0.0
103522,n/a,0.00754042677227,{'footway': 1},0,0,0,0,0,0,0,38.7362891,-77.0591917,38.7363268,-77.0590603,0.0
129728,n/a,0.0483650849357,{'service': 1},0,1,0,0,0,0,0,38.7362907,-77.5272198,38.7364637,-77.5263496,0.0
38398,n/a,0.0281963948449,{'residential': 1},0,0,0,0,1,0,0,38.736293,-77.461797,38.736596,-77.461446,0.0
33040,Dark Den Circle,0.0270036109795,{'residential': 1},0,0,0,0,1,0,0,38.7362987,-77.2419977,38.7366067,-77.2416887,0.0
36023,n/a,0.0604641474712,{'residential': 1},0,0,0,0,1,0,0,38.736306,-77.392994,38.736887,-77.392154,0.0
103526,n/a,0.0208044929908,{'track': 1},0,0,0,0,0,0,0,38.7363268,-77.0592561,38.7366239,-77.0591917,0.0
98343,Hastings Drive,0.129523768322,"{'traffic_signals': 1, 'tertiary': 1}",0,0,1,1,0,0,0,38.7363334,-77.497601,38.736673,-77.4952358,0.0
38940,Justin Lane,0.131347627777,{'residential': 1},0,0,0,0,1,0,0,38.7363334,-77.4952358,38.738223,-77.494954,0.0
38946,Ginny Way,0.0609628444492,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.736339,-77.4940771,38.7365501,-77.492978,0.0
38319,n/a,0.0576220508689,{'service': 1},0,1,0,0,0,0,0,38.736342,-77.499725,38.736742,-77.498786,0.0
98323,n/a,0.0789181902139,{'footway': 1},0,0,0,0,0,0,0,38.7363436,-77.5824073,38.7374022,-77.5818547,0.0
103520,n/a,0.0202972634511,{'track': 1},0,0,0,0,0,0,0,38.736346,-77.059379,38.7366239,-77.0592561,0.0
38400,n/a,0.0343909585946,{'residential': 1},0,0,0,0,1,0,0,38.736356,-77.472552,38.736814,-77.472301,0.0
32587,Wildflower Drive,0.110207572798,{'residential': 1},0,0,0,0,1,0,0,38.736357,-77.306973,38.737682,-77.305832,0.0
103479,n/a,0.0580909013641,{'unclassified': 1},0,0,0,0,0,0,0,38.7363583,-77.094747,38.7368407,-77.0938633,0.0
15865,n/a,0.0230812949671,{'residential': 1},0,0,0,0,1,0,0,38.736363,-77.234886,38.736694,-77.234826,0.0
38188,Selkirk Circle,0.107051601758,{'residential': 1},0,0,0,0,1,0,0,38.736364,-77.565534,38.737422,-77.564081,0.0
19876,Andalusia Drive,0.196358748092,{'residential': 1},0,0,0,0,1,0,0,38.736378,-77.046588,38.736818,-77.042986,0.0
69496,n/a,0.086901199493,{'service': 1},0,1,0,0,0,0,0,38.7363782,-77.1893007,38.7364366,-77.1876889,0.0
38397,n/a,0.0276993957078,{'residential': 1},0,0,0,0,1,0,0,38.73638,-77.460368,38.736646,-77.459983,0.0
38506,n/a,0.069429923137,{'residential': 1},0,0,0,0,1,0,0,38.736382,-77.466522,38.736961,-77.465468,0.0
103393,Karl Road,0.157433006459,{'tertiary': 1},0,0,0,1,0,0,0,38.736384,-77.0683976,38.7386037,-77.067729,0.0
39117,Westwood Court,0.0261535881246,{'residential': 1},0,0,0,0,1,0,0,38.736386,-77.461446,38.736457,-77.460969,0.0
67412,Bulkley Road,0.0214388531679,{'residential': 1},0,0,0,0,1,0,0,38.7363888,-77.174089,38.7364145,-77.1736923,0.0
38191,Owls Nest Road,2.13239916988,{'residential': 1},0,0,0,0,1,0,0,38.736396,-77.64463,38.743482,-77.606091,0.0
24363,Wood Stream Court,0.0679260745574,{'residential': 1},0,0,0,0,1,0,0,38.736401,-77.208278,38.736928,-77.207213,0.0
39127,Woodmont Court,0.0340272374701,{'residential': 1},0,0,0,0,1,0,0,38.736401,-77.460969,38.736553,-77.460368,0.0
36932,Pennsylvania Avenue,0.264686277294,{'unclassified': 1},0,0,0,0,0,0,0,38.736422,-77.524637,38.740143,-77.523455,0.0
31738,Keswick Road,0.152314369369,{'residential': 1},0,0,0,0,1,0,0,38.736422,-77.104875,38.7374,-77.10234,0.0
36692,n/a,0.0835154067893,{'residential': 1},0,0,0,0,1,0,0,38.736424,-77.645344,38.736671,-77.643826,0.0
33504,Maple Glen Court,0.0338563589063,{'residential': 1},0,0,0,0,1,0,0,38.7364259,-77.2434396,38.736687,-77.2429075,0.0
73205,n/a,0.547144754579,{'path': 1},0,0,0,0,0,0,0,38.7364426,-77.2617281,38.7416455,-77.2540651,0.0
103474,Sun Up Way,0.0972136269554,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.736446,-77.0907714,38.7367619,-77.0890124,0.0
35799,n/a,0.0262780799906,{'residential': 1},0,0,0,0,1,0,0,38.736458,-77.566503,38.736545,-77.566028,0.0
61493,Winstead Manor Court,0.175268820502,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7364616,-77.1721988,38.7372815,-77.1691189,0.0
38516,n/a,0.0267063939459,{'residential': 1},0,0,0,0,1,0,0,38.736462,-77.456017,38.736728,-77.455657,0.0
32157,Comerford Drive,0.0891581995788,{'residential': 1},0,0,0,0,1,0,0,38.736465,-77.269221,38.737743,-77.268984,0.0
35267,n/a,0.100665045976,{'service': 1},0,1,0,0,0,0,0,38.736471,-77.61396,38.737861,-77.613396,0.0
38504,n/a,0.00918630597754,{'residential': 1},0,0,0,0,1,0,0,38.736471,-77.47246,38.736523,-77.472303,0.0
